id,finished,consent,country,country_analysis,aware_open_research,aware_study_preregistration,aware_registered_reports,aware_open_materials,aware_open_data,aware_open_code,aware_preprints,aware_open_peer_review,aware_open_access_publication,aware_replication_studies,aware_research_co_production,used_open_research,used_study_preregistration,used_registered_reports,used_open_materials,used_open_data,used_open_code,used_preprints,used_open_peer_review,used_open_access_publication,used_replication_studies,used_research_co_production
P2077,TRUE,Yes,Austria,Austria,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've used this,NA,Not applicable to my research,I've used this,I've used this,NA,I've used this,I've used this,I've used this,NA,I've used this
P2078,TRUE,Yes,Italy,Italy,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,NA,I've not used this,I've used this,I've used this,Not applicable to my research,I've used this,I've not used this,I've used this,Not applicable to my research,I've used this
P2079,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've used this,NA,NA,I've used this,I've used this,Not applicable to my research,NA
P2080,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've not used this,I've used this,NA,Not applicable to my research,I've not used this,I've used this
P2081,TRUE,Yes,Austria,Austria,NA,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,I've not used this,NA,I've used this,I've used this,I've used this,I've not used this,I've used this,NA,I've not used this
P2082,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've not used this,NA,NA,NA,I've used this,I've used this,I've not used this,I've used this,I've used this,NA,I've not used this
P2083,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,NA
P2084,TRUE,Yes,United Kingdom,United Kingdom,NA,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've not used this,I've not used this,NA,NA,I've used this,I've used this,NA,NA
P2085,TRUE,Yes,Italy,Italy,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,NA,I've used this,NA,I've used this,I've used this,I've used this,NA,NA,NA,I've used this,I've used this,NA
P2086,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,I've used this,I've used this,I've used this,I've not used this,I've used this,Not applicable to my research,NA
P2087,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,I've used this,NA,NA,NA,I've used this,I've used this,I've used this,NA,I've used this,I've not used this,NA
P2088,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've not used this,NA,NA,I've used this,I've used this,I've used this,NA,NA
P2089,TRUE,Yes,Italy,Italy,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,NA,I've not used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,NA
P2090,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,I've used this,NA,NA,NA,I've not used this,NA,NA,NA,NA,NA,NA
P2091,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,NA,I've not used this,I've not used this,Not applicable to my research,I've not used this,I've not used this,I've used this,NA,NA
P2092,TRUE,Yes,Austria,Austria,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,I've used this,NA,NA,NA,NA,NA,NA,NA
P2093,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,NA,NA,I've used this,NA,I've not used this,I've used this,I've used this,NA,NA
P2094,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,I've used this,I've not used this,NA,I've used this,NA,I've used this,NA,NA
P2095,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,I've not used this,I've not used this,Not applicable to my research,I've used this,NA,I've used this,I've not used this,I've used this
P2096,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,NA,NA,NA,I've used this,NA,I've not used this,I've used this,I've used this,I've not used this,I've used this
P2097,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,I've not used this,NA,NA,I've used this,Not applicable to my research,NA,I've not used this,NA,I've not used this,NA,I've used this
P2098,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,NA,I've used this,I've used this,NA,I've used this,I've used this,I've not used this,NA,NA
P2099,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I've used this
P2100,TRUE,Yes,Austria,Austria,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I've used this,NA,I've not used this,I've not used this,I've used this,NA,NA,I've not used this,I've not used this,NA
P2101,TRUE,Yes,Austria,Austria,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,NA,I've used this,I've used this,I've used this,I've not used this,I've used this,NA,I've used this,I've not used this,I've used this
P2102,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,Not applicable to my research,Not applicable to my research,I've used this,I've used this,I've used this,Not applicable to my research,I've used this,I've used this,I've used this,Not applicable to my research,I've not used this
P2103,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,NA,I've not used this,I've not used this,Not applicable to my research,I've used this,I've used this,I've used this,NA,NA
P2104,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,I've used this
P2105,TRUE,Yes,Austria,Austria,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,NA,I've not used this,NA,I've used this,I've used this,NA,NA,I've used this,I've used this,NA,NA
P2106,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,NA,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've used this,NA,NA,NA,NA,NA,NA,I've used this,I've used this,NA,I've used this
P2107,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've used this,I've used this,I've not used this,I've not used this,I've used this,I've used this,NA,NA
P2108,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,I've used this,NA,NA
P2109,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,NA,I'm aware of this,I've used this,NA,NA,NA,I've used this,NA,I've not used this,NA,I've used this,NA,I've used this
P2110,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've used this,I've used this,I've used this,NA,I've used this,I've used this,I've not used this,I've used this,NA
P2111,TRUE,Yes,United Kingdom,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I've not used this,NA,NA
P2112,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,I've used this,I've used this,NA,I've used this,I've used this,I've used this,Not applicable to my research,Not applicable to my research
P2113,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've used this,NA,NA,I've used this,I've used this,NA,NA,I've used this,I've used this,NA,I've used this
P2114,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,NA
P2115,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,NA,I've used this,I've not used this,NA,NA,I've used this,I've used this,NA,I've not used this
P2116,TRUE,Yes,Italy,Italy,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,NA,NA,NA,Not applicable to my research,I've not used this,Not applicable to my research,I've used this,NA,I've used this,I've not used this,NA
P2117,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,NA,NA,I've used this,I've not used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,NA
P2118,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,NA,NA,NA,Not applicable to my research,I've used this,I've used this,I've not used this,I've used this,I've not used this,NA
P2119,TRUE,Yes,Austria,Austria,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,I've not used this,I've used this,I've used this,I've not used this,I've used this,I've used this,I've used this,NA,I've used this
P2120,TRUE,Yes,United Kingdom,United Kingdom,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,I've used this,I've used this,I've not used this,NA,NA,I've used this,I've used this,I've used this,I've used this,I've used this
P2121,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,NA,NA,Not applicable to my research,I've used this,Not applicable to my research,Not applicable to my research,Not applicable to my research,I've used this,Not applicable to my research,I've used this
P2122,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I've used this
P2123,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've not used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,NA
P2124,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've not used this,I've not used this,I've not used this,Not applicable to my research,I've not used this,NA,I've used this,I've not used this,I've used this,NA,I've used this
P2125,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,NA,NA,NA,I've not used this,I've not used this,Not applicable to my research,Not applicable to my research,NA,I've not used this,Not applicable to my research,NA
P2126,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,I've not used this,NA,NA,NA,I've not used this,I've not used this,I've not used this,NA,I've used this,NA,NA
P2127,TRUE,Yes,Italy,Italy,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,I've not used this,I've not used this,Not applicable to my research,NA,I've not used this,I've used this,I've not used this,I've used this
P2128,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've used this,NA,NA,I've used this,I've not used this,NA,I've not used this,I've used this,I've used this,NA,I've used this
P2129,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,Not applicable to my research,NA,NA,I've not used this
P2130,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,I've used this,NA,NA,NA,NA,NA,I've used this,NA,I've used this,NA,NA
P2131,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've used this,NA,NA,I've used this,I've used this,NA,NA,I've used this,I've used this,NA,I've used this
P2132,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've not used this,I've not used this,NA,NA,I've not used this,I've not used this,NA,NA
P2133,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,NA,I've used this,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,NA
P2134,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,Not applicable to my research,NA,NA,I've used this,I've used this,I've used this,I've not used this,I've used this,Not applicable to my research,NA
P2135,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,NA
P2136,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,I've used this,NA,NA
P2137,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,NA,I've used this,I've used this,I've used this,I've used this
P2138,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,I've not used this,I've used this,I've used this,I've not used this,I've used this,NA,NA
P2139,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've used this,I've not used this,I've not used this,I've not used this,I've not used this,NA,I've used this,I've used this,NA
P2140,TRUE,Yes,Austria,Austria,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,NA,NA,I've used this,I've not used this,I've not used this,Not applicable to my research,I've not used this,NA,I've not used this,I've not used this,NA
P2141,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,NA
P2142,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,I've used this,NA,NA
P2143,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2144,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've used this,I've not used this,I've used this,I've not used this,I've not used this,I've used this,NA
P2145,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've used this,NA,NA,Not applicable to my research,I've used this,I've used this,I've used this,I've used this,I've used this,NA,NA
P2146,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,NA,NA,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,NA
P2147,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've used this,I've used this,I've used this,I've used this,I've used this,NA,I've used this,I've used this,I've used this,I've used this,I've used this
P2148,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've used this,I've used this,I've used this,NA,I've used this,I've not used this,NA
P2149,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,I've not used this,NA,I've not used this,I've not used this,I've used this,NA,NA
P2150,TRUE,Yes,Austria,Austria,NA,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,Not applicable to my research,NA,NA,I've not used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,NA
P2151,TRUE,Yes,Italy,Italy,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,NA,I've not used this,I've used this,I've used this,NA,I've used this,I've used this,I've used this,I've used this,I've used this
P2152,TRUE,Yes,Italy,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2153,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I've used this,I've not used this,NA,I've not used this,I've not used this,NA,NA,I've used this,I've used this,NA,NA
P2154,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,I've not used this,NA,I've used this,I've not used this,I've used this,NA,I've not used this,I've not used this,I've used this,I've not used this
P2155,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,I've not used this,NA,NA,I've not used this,I've used this,I've used this,I've used this,I've used this,I've not used this,NA
P2156,TRUE,Yes,Austria,Austria,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,I've not used this,I've not used this,I've not used this,Not applicable to my research,I've not used this,I've not used this,I've used this,I've not used this,NA
P2157,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,I've not used this,NA,I've used this,I've not used this,I've used this,I've used this,I've not used this,I've used this,I've used this,I've used this
P2158,TRUE,Yes,Italy,Italy,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've used this,I've not used this,I've used this,I've used this,NA
P2159,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,I've used this,I've used this,I've used this,I've not used this,NA,I've not used this,I've not used this,I've used this,I've not used this,NA
P2160,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,NA,NA,I've used this,I've used this,I've not used this,I've not used this,I've used this,NA,NA
P2161,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,NA,NA,I've used this,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,NA
P2162,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,NA,NA,I've used this,I've used this,I've used this,I've not used this,NA,I've not used this,I've not used this,I've not used this
P2163,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've used this,NA,I've used this
P2164,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,NA,NA,I've not used this,I've not used this,Not applicable to my research,I've not used this,NA,I've used this,I've not used this,I've used this
P2165,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,I've not used this,I've not used this,I've used this,I've not used this,I've used this,I've not used this,I've used this
P2166,TRUE,Yes,Italy,Italy,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,NA,NA,NA,I'm aware of this,NA,NA,I've not used this,I've not used this,I've used this,NA,I've used this,NA,NA,NA,I've not used this,NA
P2167,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,NA,NA,NA,I've not used this,I've not used this,I've used this,I've not used this,I've used this,I've used this,I've used this
P2168,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've not used this,NA,NA,NA,I've not used this,I've not used this,I've used this,I've not used this,I've used this,NA,NA
P2169,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,I've not used this,NA,NA,I've not used this,NA,I've used this,NA,NA
P2170,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,I've not used this,NA,NA,NA,I've used this,Not applicable to my research,I've not used this,I've not used this,I've used this,I've not used this,NA
P2171,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,I've used this,I've used this,I've not used this,NA,I've not used this,I've used this,I've not used this,NA
P2172,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,I'm aware of this,NA,NA,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,I've not used this,NA,NA,NA,I've used this,NA,NA
P2173,TRUE,Yes,Austria,Austria,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,I've used this,NA,I've used this,I've used this,I've used this,NA,I've not used this,I've used this,I've used this,NA,NA
P2174,TRUE,Yes,Austria,Austria,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I've not used this,I've not used this,NA,I've used this,I've used this,I've used this,I've not used this,I've not used this,I've used this,I've not used this,I've used this
P2175,TRUE,Yes,Italy,Italy,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I'm aware of this,NA,I'm aware of this,I've not used this,NA,NA,NA,I've not used this,Not applicable to my research,NA,I've not used this,I've not used this,NA,I've not used this
P2176,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,I'm aware of this,NA,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've not used this,NA,I've not used this,NA,NA
P2177,TRUE,Yes,Austria,Austria,NA,NA,NA,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,NA,NA,NA,I've not used this,I've not used this,I've used this,NA,NA
P2178,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,I've used this,I've used this,I've used this,I've used this,I've used this,I've not used this,I've not used this,I've not used this
P2179,TRUE,Yes,Austria,Austria,I'm aware of this,NA,NA,NA,I'm aware of this,I'm aware of this,NA,NA,I'm aware of this,NA,NA,I've used this,NA,NA,NA,I've not used this,Not applicable to my research,NA,NA,I've used this,NA,NA
P2180,TRUE,Yes,Austria,Austria,NA,NA,NA,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,I'm aware of this,NA,NA,NA,NA,NA,I've used this,I've used this,Not applicable to my research,I've used this,I've not used this,I've used this,NA,NA
